TRY;2018;7;1001001100000110000011000001100;                                                                                                            
TRY;2018;8;0001100000110000011011111100010;                                                                                                            
TRY;2018;9;1110000110000011000001100000110;                                                                                                            
TRY;2018;10;0000011100001100000110000011100;                                                                                                            
TRY;2018;11;0011000001110000110001011000000;                                                                                                            
TRY;2018;12;1100000110000011000001101100110;                                                                                                            
USD;2018;1;1000011000001110000110000011000;                                                                                                            
USD;2018;2;0011000001100000111000011000000;                                                                                                            
USD;2018;3;0011000001100000110000011000011;                                                                                                            
USD;2018;4;1100001100000110000011000001100;                                                                                                            
USD;2018;5;1000110000011000001100000111000;                                                                                                            
USD;2018;6;0110000011000001100000110000010;                                                                                                            
USD;2018;7;1001001100000110000011000001100;                                                                                                            
USD;2018;8;0001100000110000011000001100000;                                                                                                            
USD;2018;9;1110000110000011000001100000110;                                                                                                            
USD;2018;10;0000011100001100000110000011000;                                                                                                            
USD;2018;11;0011000001110000110001011000000;                                                                                                            
USD;2018;12;1100000110000011000001101100110;                                                                                                            
ZAR;2018;1;1000011000001110000110000011000;                                                                                                            
ZAR;2018;2;0011000001100000111000011000000;                                                                                                            
ZAR;2018;3;0011000001100000110010011000011;                                                                                                            
ZAR;2018;4;1100001100000110000011000011100;                                                                                                            
ZAR;2018;5;1000110000011000001100000111000;                                                                                                            
ZAR;2018;6;0110000011000001100000110000010;                                                                                                            
ZAR;2018;7;1001001100000110000011000001100;                                                                                                            
ZAR;2018;8;0001100010110000011000001100000;                                                                                                            
ZAR;2018;9;1110000110000011000001110000110;                                                                                                            
ZAR;2018;10;0000011100001100000110000011000;                                                                                                            
ZAR;2018;11;0011000001110000110001011000000;                                                                                                            
ZAR;2018;12;1100000110000011100001101100110;                                                                                                            
